ko,en,ko_len,en_len
"팀 코나한 씨는 산타역을 40년 동안 해왔습니다.
","Tim Connahan has played Santa for forty years.
",28,47
"“지금 미국은 세계주둔군 재배치를 진행하는 중이다.
","``The U.S. is under a process to realign its troops around the world,'' Lee said.
",29,82
"기술을 행해 보는) 공동 연구회, 연수회, 워크샵
","’ Lee said the current security situation is very grave, even comparing it with the financial crisis in 1997 when South Korea was enrolled in the IMF tutelage program.
",28,168
"국회 의사당에서 게리 보드랜더였습니다.
","Gerry Bodlander, Capitol Hill.
",22,31
"우주에서 옛것이 나가고 새것이 들어갑니다.
","Out with the old, in with the new in space:
",24,44
"선원 한 명이 사망했다.
","One crew member was killed.
",14,28
"조지 부시 미 대통령에게 흉보가…
","Angry at Bush and sensing he's vulnerable, Democrats have put aside their traditional quarrels to strike a united stand for the fall campaign.
",19,143
"강원도 산불로 임야와 주택 등 피해 심각     
","Forest fires in Gangwon Province severely destroyed woodlands and houses.
",28,74
"(좀 더 구체적인) 자살예방 방안들도 추진되고 있다.
","Other measures are also planned to prevent suicide.
",30,52
"홍석현 주미대사 사표 수리     2005.09
","S. Korean Ambassador to the U.S., Hong Seok-hyun’s resignation is accepted.
",27,76
"물론 수입이 있어야겠죠.
","if they have income from jobs.
",14,31
"시카고는 8대6으로 이기고 있습니다.
","Chicago improving to 8 and 6.
",21,30
"존 벨몬트였습니다.
","Eh, was that John McCain or the U.S.
",11,37
"transcript 방송(대본), 사본
","“I don't wanna talk about the bleeping campaign.
",22,49
"헬기, 보트 그리고 소방차가 워싱턴 D.C.
","Helicopters, boats and fire trucks have joined in a dramatic water rescue right outside Washington, D.C.
",25,105
"리버 로드는 양쪽 모두가 폐쇄되었습니다.
","River Road is closed in both directions;
",23,41
"지금 까지 적어도 12명이 구조되었습니다.
","At least a dozen people have been rescued so far.
",24,50
"rush down 흘러내려가다
","Water rushing down a road from a big water main break:
",17,55
"임채진은 현재 법무연수원장이다.
","Lim is currently the chief of the government’s Legal Research and Training Institute.
",18,86
"이 지명은 국회의 승인을 받아야 한다.
","The appointment must be confirmed by the National Assembly.
",22,60
"emission 방사, 방출(물), 발행, 배출
","uropean car makers have described plans to force them to cut back on harmful exhaust emissions as “unbalanced” and ”damaging”.
",27,127
"다우 지수는 17포인드 하락했습니다.
","The Dow is down 17 points.
",21,27
"정부, 대북 특사 연내 추진     2005.08
","Seoul intends to send a special envoy to the North before the end of the year.
",28,79
"quote 인용하다, ~을 들고 나오다, 끌어대다
","``It took a lot of time for us to come up with the Feb.
",28,56
"노무현 대통령이 이 회의를 주재할 예정이다.
","President Roh Moo-hyun will preside over the meeting.
",25,54
"많은 정부기관들은 기자들의 출입을 제한할 것이다.
","Most government offices will be off-limits to reporters.
",28,57
"우리는 당신들을 보호해줄 수 없다.
","We cannot protect you.
",20,23
"그리고 청와대 당국자는 이 점을 강조했다.
","A Blue House official emphasized that point yesterday.
",24,55
"“ 재무장관께서는 어디에 가 계셨나요?
","“ Where was the Secretary of the Treasury?
",22,43
"제안 또는 질문
","”It may take another day or two.”
",9,34
"우라늄(백색광을 발하는 방사성 금속 원소;
","were the work of a small group of renegade scientists without government authorization.
",24,88
"아프간 정부는 죄수 교환의 가능성은 배제하기로 했다.
","The Afghan government has ruled out a prisoner swap.˝
",30,54
"이들은 레바논에서의 첫 번째 스페인 사상자이다.
","They were the first Spanish casualties in Lebanon.
",27,51
"정부, 독도 문제에 대한 태도 바꾼다.
","Korean Government is going to change its attitude toward Dokdo problems.
",22,73
"고 성명서를 통해 이와같이 밝혔다.
","It added, ”We declare that we will not be bound to the cease-fire treaty.”
",20,75
"강진에 강타당한 울진     2005.08
","Residents of Uljin rattled by an strong earthquake.
",24,52
"defaulter 체납자, 공금 횡령자, 결석자
","It is a big drop from the 2004 figure when 3.46 million people were credit defaulters.
",27,87
"한국 정부, 굴러 들어온 복 차버리나?
","Does the Korean government dump such a good chance?
",22,52
"이러한 구분에따라 버스 요금도 결정된다.
","Such divisions will determine the buses’ transportation fares as well.
",23,71
"노대통령 수도이전 반대자 비판     2005.08
","President Roh criticized opponents of capital relocation.
",29,58
"용의자 가족, 조사 과정 지켜 본다.
","Suspects’ families watch the investigation process.
",21,52
"다우너 장관은 지금 까지 증언한 정부 최고위 인사다.
","Downer is the most senior government figure so far to give evidence.
",30,69
"조사 결과 고 병원성 조류 인플루엔자로 확인되었다.
","Test results the previous day confirmed the outbreak of a highly virulent type of bird flu.
",29,92
"그는 반기문 유엔 사무총장과도 만날 예정이다.
","He will also meet with U.N.
",26,28
"이들 중 적어도 15명이 여성이다.
","At least 15 are said to be women.
",20,34
"사망자들은 모두 민간인이었습니다.”
","all those who were killed are all civilians.”
",20,46
"인도네시아 해안에서 강진 발생     
","Massive earthquake struck Indonesian coast.
",22,44
"미군, 북한에 핵 공격 모의 훈련 했었다.
","U.S. military had a simulation training for nuclear attack on NK.
",24,66
"IAEA, 북핵 합의문 환영     
","IAEA praises the agreement of N.K’s nuclear weapons programs.
",21,62
"워싱턴에서 샌디 코셀이었습니다.”
","Sandy Cosell, Washington.”
",19,27
"새 회계연도는 다음 주 에 시작합니다.
","The new fiscal year starts next week.
",22,38
"심슨에게 유죄가 내려질 것인가?
","This is the AP's Ross Simpson.
",18,31
"이라크 새 의회, 첫 개정     
","Iraq’s new assembly is going to hold its first session.
",20,56
"화재는 곧바로 진화됐습니다.
","The fire was quickly put out.
",16,30
"휴스턴 아스트로스의 유격수 미켈 테하다, 정정합니다.
","Shortstop Mikel Tejada, make that Miguel Tejada, of the Houston Astros ?
",30,73
"이 모두는 돼지 독감 때문입니다.
","it's also urging residents to stay home - all because of swine flu.
",19,68
"11월 선거는 많은 이유에서 역사적인 사건이었습니다.
","November's election was historic for many reasons;
",30,51
"테이프가 만들어진 시기는 알려지지 않고 있다.
","It is not clear when the tape was made.
",26,40
"공항에서 데모 금지     2005.12
","Demonstrations in the airport won't be allowed any more.
",23,57
"이번 결의안은 이미 제출되었다.
","The resolution was introduced.
",18,31
"의원들은 표결에 앞서 5분간 발언권이 주어진다.
","Each member will have five minutes to speak ahead of vote.
",27,59
"저는 미국 국민을 위해 일합니다.”
","I work for the American people.”
",20,33
"이 조례안은 본회의에서의 표결을 기다리고 있다.
","22 as ``Takeshima Day,'' which awaits a floor vote in the plenary session Wednesday.
",27,85
"스티븐 호킹, 미국의 이라크 침공 비난2005.08
","Similar events were being held in Spain, Italy, Australia, the United States and Iraq.
",29,87
"이 배에는 네 명의 미식축구 선수가 타고 있었습니다.
","with 4 football players aboard.
",30,32
"이는 911 교환원의 목소리입니다.
","That's the 9-1-1 operator.
",20,27
"소년은 몇 분 뒤 나타났으며, 그
","The boy turned up a few minutes later;
",19,39
"오늘 아침 미 증시는 강세를 보이며 개장했습니다.
","A stronger open for the US stock market this morning ?
",28,55
"한국 학생들은 아직 성편견에 대해 인식이 부족하다.
","Korean students still show a lack of awareness about gender bias.
",29,66
"double in size 크기가 두 배가 되다
","nearly doubled in size yesterday.
",27,34
"교란, 소동, 소란 [예] cause(make,
","And shame in watching the bodies get ripped apart and mutilated, a grave sin in Islam.
",27,87
"이번 에는 2,200개의 사무직이 또 사라집니다.
","This time, another 2,200 white collar jobs are going away.
",28,59
"heads-up 알림, 주의, 경고
","An early heads-up here:
",20,24
"제1차 세계대전에 참전했던 미군 병사들을 추모하기
","“Indeed he is, John, he is en route to New York right now to pay tribute to vets in a speech from the deck of an aircraft carrier-that would be the USS Intrepid, a World War II-era ship that's now a floating museum, John?
",28,222
"그는 당뇨와 고혈압을 알아왔던 것으로 알려졌다.
","He had reportedly been suffering from diabetes and high blood pressure.
",27,72
"인도 에이즈 확산 심각     
","AIDS epidemic in India should be taken as a serious problem.
",18,61
"원상태로 하다, 회복하다;
","Iraq will take legal custody of Saddam from the U.S.
",15,53
"실제로 여론조사 결과 지지율이 상승했습니다.”
","The polls really shot up.”
",26,27
"침체된 경제 속에서 일부 환경 미화가 이루어졌습니다.
","Some beautification amid the economic doldrums;
",30,48
"장식 도구들은 각종 기부금과 보조금으로 충당했습니다.
","donations and grant money covered the art supplies.
",30,52
"서울시, 헌재에 의견서 제출     2005.08
","Seoul City submitted a written opinion to the Constitutional Court.
",28,68
"오늘은 소비자 물가 소식으로 시작하겠습니다.
","We'll start with consumer prices.
",25,34
"보안군에는 전국적으로 “적색 경보” 가 발령되었다.
","Security forces have been placed on a state of “red alert” nationwide.
",29,71
"이번 테러를 했다고 주장하는 단체는 나오지 않았다.
","There were no immediate claims of responsibility for the attack.
",29,65
"모든 학교, 대학, 은행, 관청이 문을 닫을 것이다.
","All schools, colleges, universities, banks and government offices will remain closed.
",30,86
"현재 다우지수는 160포인트 이상 상승했습니다.
","Right now, the Dow is up more than 160 points.
",27,47
"토요일 저녁의 지진으로 인한 피해 보고는 없었다.
","No damage has been reported from Saturday evening's tremor.
",28,60
"한국 외무부는 사실 확인 중이라고 말했다.
","The South Korean Foreign Ministry said it was confirming whether the reports were true.
",24,88
